wkt_geom	osm_id	code	fclass	name	ref	oneway	maxspeed	layer	bridge	tunnel	path
LineString (114.11084329999999909 22.62160009999999843, 114.11378919999999937 22.62135779999999841)	223269668	5113	primary	塘径跨铁路大桥	S360	F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.12354419999999777 22.54064560000000128, 114.12332829999999717 22.54072599999999937, 114.12273500000000581 22.54093320000000134, 114.12208739999999807 22.54115799999999936, 114.12178430000000162 22.54124470000000002, 114.12163950000000057 22.54127689999999973, 114.12123379999999884 22.54135490000000175, 114.12075249999999471 22.54151530000000037, 114.12059440000000166 22.54158230000000174, 114.1204910999999953 22.54162600000000083, 114.12027679999999918 22.54173079999999985, 114.12022860000000435 22.54175439999999853, 114.12017629999999713 22.54178459999999973, 114.11989269999999408 22.54194809999999904, 114.11979650000000674 22.54200360000000103, 114.11941009999999608 22.54227170000000058, 114.11905559999999582 22.54255939999999825, 114.11873520000000326 22.54285080000000008, 114.11847330000000511 22.5431096999999987, 114.11827529999999342 22.54332979999999864, 114.11808569999999463 22.54361240000000066, 114.11784120000000087 22.54404449999999827, 114.11769289999999444 22.54434709999999953, 114.11757609999999374 22.54464460000000159, 114.11750370000000032 22.54489510000000152, 114.11745639999999469 22.54513880000000015, 114.11743690000000129 22.54524920000000066, 114.11739029999999673 22.54551340000000081, 114.11730180000000701 22.54601500000000058, 114.11723480000000563 22.54638040000000032)	218581555	5113	primary	东门南路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.2125051999999954 22.63715669999999847, 114.21229820000000643 22.63831569999999971, 114.21217099999999789 22.6393236999999985, 114.21202159999999992 22.6398955000000015, 114.21164799999999673 22.64089389999999824)	219169574	5113	primary	惠盐中路	S202	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.88854209999999512 22.59340650000000039, 113.8880675999999994 22.59337670000000031)	203425500	5113	primary	XiXiang DaDao		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.89382589999999595 22.59377699999999933, 113.89348270000000696 22.59373340000000141, 113.89270220000000222 22.59366650000000121, 113.89082460000000196 22.59353529999999921, 113.88854209999999512 22.59340650000000039)	203425503	5113	primary	西乡大道		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.87550070000000346 22.57185079999999999, 113.87586969999999553 22.57216190000000111, 113.87851320000000044 22.57446219999999926, 113.87858699999999601 22.57452639999999988, 113.8797626000000065 22.57552850000000078, 113.88010920000000681 22.57582830000000129, 113.88071960000000615 22.57635589999999937)	203424858	5113	primary	新安五路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.88851850000000354 22.59329299999999918, 113.89383060000000114 22.59367230000000148)	203425492	5113	primary	西乡大道		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.12368800000000135 22.64493309999999937, 114.12339609999999368 22.64528419999999898, 114.12302839999999549 22.64567230000000109, 114.12047880000000077 22.648142)	200343368	5113	primary	布澜路	Y212	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92404209999999409 22.52304649999999953, 113.92427630000000249 22.52361030000000142, 113.92436429999999348 22.5238726999999983, 113.9244287000000071 22.52408330000000092, 113.92448640000000637 22.5242843999999991, 113.92452389999999696 22.52445240000000126, 113.92456660000000568 22.52468839999999872, 113.92459689999999739 22.52487130000000093, 113.92462229999999579 22.52508209999999877, 113.9246392999999955 22.52528519999999901, 113.92465149999999596 22.52558630000000051, 113.92462709999999504 22.52621140000000111, 113.92460440000000688 22.52645430000000104, 113.92457989999999768 22.52664869999999908, 113.92452930000000322 22.52694729999999979, 113.92448410000000081 22.52722250000000059, 113.92445279999999741 22.52748739999999827, 113.92444089999999335 22.52772489999999905)	203270122	5113	primary	南海大道	X256	F	0	2	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.10932409999999493 22.55863529999999884, 114.11023760000000493 22.55865819999999999)	219503256	5113	primary	笋岗桥		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.10931909999999334 22.55878200000000078, 114.10855170000000669 22.55877810000000139, 114.10800999999999306 22.55877269999999868)	219503259	5113	primary	笋岗东路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.11023760000000493 22.55880030000000147, 114.10931909999999334 22.55878200000000078)	219503254	5113	primary	笋岗桥		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.10690300000000263 22.55859849999999867, 114.10801499999999464 22.55862600000000029)	219503255	5113	primary	笋岗东路		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.11023760000000493 22.55865819999999999, 114.11101960000000588 22.55866899999999831)	219503252	5113	primary	笋岗东路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.10801499999999464 22.55862600000000029, 114.10932409999999493 22.55863529999999884)	219503253	5113	primary	笋岗东路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.10800999999999306 22.55877269999999868, 114.10689800000000105 22.55875440000000154)	219503250	5113	primary	笋岗东路		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.10689800000000105 22.55875440000000154, 114.10672569999999837 22.55875179999999958, 114.10578169999999432 22.55872730000000104, 114.10503319999999405 22.55870780000000053, 114.1040883000000008 22.55868329999999844, 114.10399889999999345 22.55868159999999989, 114.10342930000000194 22.55866819999999962, 114.10172359999999969 22.5586285999999987, 114.10163980000000095 22.55862790000000118, 114.09994419999999593 22.55861480000000086, 114.09939070000000072 22.55860759999999843)	219503251	5113	primary	笋岗东路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.96489959999999542 22.58538030000000063, 113.96429139999999336 22.58541650000000089, 113.96310189999999807 22.58549770000000123, 113.96282019999999591 22.58549419999999941, 113.96250410000000386 22.58547300000000035, 113.96217579999999714 22.58543320000000065, 113.96180090000000007 22.58536090000000129, 113.96148619999999596 22.58528919999999829, 113.96055450000000064 22.58504020000000168, 113.95819219999999916 22.58436920000000114, 113.95782859999999914 22.58426240000000007, 113.95704689999999459 22.58405009999999891, 113.95657040000000393 22.58393979999999956, 113.95632849999999792 22.58390699999999995, 113.95544979999999669 22.58387229999999946, 113.95521750000000338 22.58386670000000152, 113.95495370000000435 22.58386469999999946, 113.95480820000000222 22.58386360000000082)	183920375	5113	primary	留仙大道		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.94946939999999813 22.58378379999999908, 113.94905620000000113 22.58378120000000067, 113.94773669999999299 22.58376850000000147, 113.94446270000000254 22.58370700000000042, 113.94365879999999436 22.58368850000000094, 113.9432845000000043 22.58367989999999992, 113.94284639999999342 22.58366979999999913, 113.94243550000000198 22.58366029999999824, 113.94054459999999551 22.58363849999999928, 113.93960959999999716 22.58361980000000102, 113.9391947000000016 22.58360709999999827, 113.9390194000000065 22.58360310000000126, 113.9384967999999958 22.58359349999999921, 113.93823279999999443 22.58359180000000066, 113.93620970000000625 22.58356540000000123, 113.9340253999999959 22.5835158000000007, 113.93330159999999296 22.58350360000000023, 113.9330218000000059 22.5835152999999984, 113.93268150000000105 22.58354369999999989, 113.93250530000000253 22.58356200000000058, 113.93226289999999779 22.58360090000000042, 113.93193159999999864 22.58365729999999871, 113.93168430000000058 22.5837097, 113.93126230000000021 22.58382519999999971, 113.92930160000000228 22.58441970000000154, 113.92898080000000505 22.58449799999999996, 113.9286340000000024 22.58456920000000068, 113.92832230000000493 22.58460600000000085, 113.92794550000000697 22.58462769999999864, 113.92625599999999508 22.58459889999999959, 113.92515020000000447 22.58456629999999876, 113.92485189999999307 22.58455139999999872)	183920406	5113	primary	留仙大道		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.85242979999999591 22.61863190000000046, 113.85290790000000527 22.61899220000000099, 113.85388059999999655 22.61974610000000041, 113.85414199999999596 22.61998260000000016, 113.8541701000000046 22.62000899999999959, 113.85454289999999844 22.62035919999999933, 113.85459799999999575 22.62041100000000071, 113.85491509999999948 22.62071410000000071, 113.85499419999999304 22.62081039999999987, 113.85517020000000343 22.62095310000000126, 113.85584140000000275 22.62149750000000026, 113.85627359999999442 22.62200019999999867, 113.85657460000000185 22.6224570000000007, 113.85681990000000496 22.62285609999999991, 113.85702650000000347 22.62329180000000051, 113.85762130000000525 22.62465010000000021, 113.85798730000000489 22.62549650000000057)	182670359	5113	primary	洲石路	X253	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91158699999999726 22.54448259999999848, 113.91187109999999905 22.54442590000000024, 113.91209999999999525 22.54436709999999877, 113.9123356000000058 22.54429149999999993, 113.91253190000000473 22.54422369999999987, 113.91359640000000297 22.5438559000000005)	182832519	5113	primary	宝安大道		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.94580360000000496 22.50046869999999899, 113.94584170000000256 22.50039269999999902, 113.94586929999999825 22.50028500000000165, 113.94589000000000567 22.50018079999999898, 113.94589779999999735 22.50007520000000127, 113.94593079999999929 22.49862549999999928, 113.94595789999999624 22.49610069999999951, 113.94596110000000522 22.49591519999999889, 113.94595780000000218 22.49572080000000085, 113.94595099999999377 22.4955196000000015, 113.94594019999999546 22.49529199999999918)	182519765	5113	primary			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.94578649999999698 22.50314660000000089, 113.94580259999999328 22.50323579999999879, 113.94583740000000205 22.5033063999999996, 113.94587769999999693 22.50337830000000139, 113.94589650000000347 22.50345009999999846, 113.94591250000000571 22.50360999999999834, 113.94590990000000374 22.50373259999999931, 113.94590469999999982 22.50381649999999922, 113.94590309999999533 22.50384280000000103)	182525722	5113	primary			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91881460000000459 22.55815809999999999, 113.918676099999999 22.55747909999999834)	182370603	5113	primary			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91856699999999591 22.52704010000000068, 113.91840329999999426 22.52628640000000004, 113.91800310000000707 22.52453320000000048, 113.91773799999999994 22.52333750000000023, 113.91758719999999983 22.52267870000000016, 113.9173468999999983 22.52163960000000031, 113.91730149999999355 22.52147349999999904, 113.91727419999999427 22.52139100000000127, 113.91724279999999681 22.52131899999999831, 113.91720990000000313 22.52125639999999862, 113.91717069999999978 22.5211952999999987, 113.91712929999999915 22.52113200000000148, 113.91707279999999969 22.5210530999999996, 113.91700910000000135 22.52097510000000113, 113.91614839999999731 22.52015580000000128, 113.91415870000000155 22.51823010000000025, 113.91336850000000425 22.51747160000000036, 113.91243350000000589 22.51655140000000088, 113.91190439999999739 22.51603739999999831)	182370605	5113	primary	南山大道		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.04417829999999867 22.60358469999999897, 114.04277380000000619 22.60311510000000013)	188661354	5113	primary	五和大道		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.04226559999999324 22.60277650000000094, 114.04249760000000435 22.60287299999999888, 114.04285169999999994 22.60299699999999845)	188661357	5113	primary	五和大道		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91897350000000699 22.54324009999999845, 113.91899949999999819 22.54305790000000087, 113.91907140000000709 22.54253710000000055, 113.91910930000000235 22.54223650000000134, 113.9192091999999974 22.5415075999999992, 113.91938380000000564 22.54023529999999909, 113.9195806000000033 22.53874190000000155, 113.91976370000000429 22.53750110000000006, 113.9198126000000002 22.53700830000000011, 113.91985189999999761 22.53648790000000091, 113.91985739999999794 22.53641400000000061, 113.91988449999999489 22.53590540000000075, 113.91989619999999661 22.53558220000000034, 113.91989119999999502 22.53543180000000135)	187408909	5113	primary	南山大道		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.918676099999999 22.55747909999999834, 113.91835829999999419 22.55590679999999892, 113.91832170000000701 22.55549309999999963, 113.91832119999999406 22.55389269999999868)	187408914	5113	primary	南山大道		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.04416890000000251 22.60341920000000115, 114.04537179999999807 22.60381599999999835, 114.04572829999999328 22.6039090999999992, 114.04608100000000093 22.60397340000000099, 114.04634760000000426 22.60401699999999892, 114.04676999999999509 22.60406670000000062, 114.04745959999999627 22.60414210000000068, 114.04847200000000385 22.60422570000000064, 114.04889839999999879 22.60428380000000104, 114.0495879000000059 22.60440570000000093, 114.05014140000000111 22.60453760000000045, 114.05102730000000122 22.60493290000000144, 114.0517140999999981 22.60534129999999919, 114.05220989999999404 22.60569130000000015, 114.05245949999999766 22.60586759999999984, 114.05344270000000506 22.60693660000000094, 114.05405729999999664 22.6079295000000009, 114.0541699000000051 22.60819079999999914, 114.05442779999999914 22.60905620000000127, 114.05507059999999342 22.61160429999999977, 114.05515859999999861 22.61195319999999853, 114.05593469999999456 22.61525650000000098)	184268294	5113	primary	五和大道	Y209	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.9504304000000019 22.57152100000000061, 113.95014580000000137 22.57152340000000024, 113.94997419999999977 22.57152479999999883, 113.94982149999999876 22.57152310000000028, 113.94936389999999449 22.57152560000000108)	187408907	5113	primary	茶光路		F	60	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.14036649999999895 22.57868729999999857, 114.14031909999999925 22.57830399999999926, 114.14018099999999833 22.57781190000000038, 114.1400188000000071 22.57744029999999924, 114.13990560000000585 22.5771872000000009)	184030483	5113	primary	沙湾路	S360	T	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.10142009999999857 22.62709130000000002, 114.1011089999999939 22.62738840000000096, 114.10075559999999939 22.6277210999999987, 114.10068300000000363 22.62779979999999824, 114.09988149999999507 22.6286668000000013)	184150251	5113	primary	布龙路	S360	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.03268160000000364 22.63400299999999987, 114.03314310000000376 22.63387649999999951)	166442830	5113	primary		S360	F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.03317909999999813 22.633963099999999, 114.03269600000000139 22.63408950000000175)	166442832	5113	primary		S360	F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92003569999999968 22.53542930000000055, 113.92003149999999323 22.5357467999999983, 113.9200287999999972 22.5358130999999986, 113.91999280000000283 22.5364590999999983, 113.91994649999999467 22.53699780000000175, 113.91988589999999704 22.53751570000000015, 113.91971049999999366 22.53874860000000169, 113.91960310000000334 22.53956700000000168, 113.91953309999999533 22.54024220000000156, 113.91952440000000024 22.54031379999999984, 113.91951629999999795 22.54037939999999907, 113.91933219999999949 22.54166250000000105, 113.91922110000000146 22.54244329999999863, 113.91915620000000331 22.54292939999999845, 113.91913859999999659 22.54305670000000106)	165265404	5113	primary	南山大道		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.89949319999999489 22.54910350000000108, 113.90066109999999355 22.54797190000000029, 113.90089609999999709 22.54772769999999937, 113.9011955999999941 22.54739550000000037, 113.9014331999999996 22.54711929999999853, 113.90166700000000333 22.5468276000000003, 113.90241349999999443 22.54587619999999859)	165265410	5113	primary	宝安大道		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91157490000000507 22.54462050000000062, 113.9112485999999933 22.54466180000000008, 113.91092519999999411 22.54469269999999881, 113.91062420000000088 22.54470359999999829, 113.91031429999999602 22.54470269999999843, 113.90573729999999841 22.54461510000000146, 113.90553140000000099 22.54461390000000165, 113.90526289999999676 22.54461780000000104)	165265299	5113	primary	宝安大道		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91840770000000305 22.55389410000000083, 113.91839869999999735 22.55549449999999823, 113.91843500000000233 22.55590189999999851, 113.91876750000000129 22.55745920000000027)	165265367	5113	primary	南山大道		F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.94928729999999462 22.5259014999999998, 113.94904569999999921 22.524097900000001, 113.94896669999999972 22.52355550000000051)	165265295	5113	primary	沙河西路		F	0	2	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.94874090000000422 22.52174099999999868, 113.9484860000000026 22.51991560000000092)	165265296	5113	primary	沙河西路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92817490000000191 22.50292960000000164, 113.92812240000000656 22.50320579999999993, 113.92779550000000199 22.50505340000000132, 113.92742429999999842 22.50717459999999903, 113.92737239999999588 22.50752549999999985, 113.92734120000000075 22.50771100000000047, 113.92732630000000427 22.50784150000000139, 113.92731550000000595 22.50804069999999868, 113.92735380000000589 22.50857129999999984, 113.92750689999999736 22.51083829999999963, 113.92765609999999299 22.51291880000000134, 113.92766240000000266 22.51300249999999892, 113.92768990000000429 22.51513950000000008, 113.9277103000000011 22.51749470000000031, 113.92771820000000105 22.51786369999999948, 113.92772689999999614 22.51798700000000153, 113.92774919999999383 22.51841010000000054, 113.92777700000000607 22.51874839999999978, 113.92776890000000378 22.51898999999999873, 113.92778490000000602 22.51927750000000117, 113.92780809999999292 22.51969649999999845, 113.9278350999999958 22.52016199999999913, 113.92787429999999915 22.52080409999999944, 113.92790680000000236 22.52112729999999985, 113.92793380000000525 22.52134549999999891, 113.92795920000000365 22.5214874000000016, 113.92799030000000471 22.52165060000000096, 113.92802109999999516 22.52178359999999913, 113.9280628000000064 22.5219567000000005, 113.92811170000000232 22.52214190000000116, 113.92821080000000222 22.52251190000000136, 113.92833550000000287 22.52296400000000176, 113.92833950000000698 22.52298169999999899, 113.92835979999999552 22.52311780000000141, 113.9284028999999947 22.52330089999999885)	182363245	5113	primary	后海大道		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.91989119999999502 22.53543180000000135, 113.91988980000000709 22.53531560000000056, 113.91988100000000372 22.53489340000000141, 113.91986230000000546 22.53400029999999887, 113.9198089000000067 22.53324280000000002, 113.91977190000000064 22.53271769999999918, 113.91965659999999616 22.53188649999999882, 113.91954699999999434 22.53124950000000126, 113.91939879999999619 22.53053380000000061, 113.91926619999999559 22.52991929999999954, 113.91914339999999584 22.52932170000000056, 113.91903920000000028 22.52888980000000174, 113.91887979999999914 22.52823970000000031, 113.91877479999999423 22.52783369999999863, 113.91861579999999776 22.52728300000000061, 113.91856699999999591 22.52704010000000068)	182370599	5113	primary	南山大道		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.05536979999999403 22.63605540000000005, 114.05537339999999347 22.63580669999999984, 114.05540820000000224 22.6334231999999993, 114.05545370000000105 22.63139839999999836, 114.05547850000000665 22.63036440000000127, 114.05549059999999884 22.62985979999999842, 114.05550350000000037 22.62932520000000025, 114.05551379999999995 22.62889720000000082, 114.05553879999999367 22.62785660000000121, 114.05554700000000423 22.62724250000000126, 114.05556009999999389 22.62666039999999867, 114.055595100000005 22.62510290000000168, 114.05563399999999774 22.62333269999999885, 114.05567250000000001 22.62157510000000116, 114.05572379999999555 22.61924009999999896, 114.05577680000000385 22.61686819999999898, 114.05580070000000603 22.6152565999999986)	177399864	5113	primary	五和大道	Y209	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.92815570000000491 22.48557660000000169, 113.92926339999999641 22.4851226000000004, 113.93006789999999739 22.4847955000000006, 113.93041490000000238 22.48469180000000023, 113.93077610000000277 22.48461650000000134, 113.93126370000000236 22.48455099999999973, 113.93168140000000221 22.48453800000000058, 113.93205939999999998 22.48454930000000118, 113.93244730000000686 22.48459079999999943, 113.93285240000000158 22.48466769999999926, 113.93325289999999939 22.48478180000000037, 113.93375969999999597 22.48497220000000141, 113.93414509999999495 22.48516809999999921, 113.93460539999999526 22.48542580000000157, 113.93472450000000151 22.4855173999999991, 113.93487899999999513 22.48564400000000063, 113.93664680000000544 22.48729670000000169, 113.93672440000000279 22.48736849999999876)	182177422	5113	primary	望海路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.94080189999999675 22.49161750000000026, 113.94081029999999544 22.49146569999999912, 113.94082109999999375 22.49134829999999852, 113.94084530000000655 22.49125039999999842, 113.94088480000000629 22.49116259999999912, 113.94094119999999748 22.49108400000000074, 113.94101510000000133 22.49100740000000087, 113.94110849999999857 22.49094159999999931, 113.94120359999999437 22.49089629999999929, 113.941295199999999 22.49086720000000028, 113.94138669999999536 22.49085409999999996, 113.94156429999999602 22.49084780000000094, 113.94175719999999785 22.49085270000000136, 113.94213390000000174 22.49086159999999879, 113.94218890000000499 22.49086289999999977)	173087286	5113	primary			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.93939770000000067 22.50728739999999917, 113.93954180000000065 22.50714389999999909, 113.93970989999999688 22.50695950000000067, 113.93983729999999355 22.50679999999999836, 113.93995800000000429 22.5066164999999998, 113.94004420000000266 22.50646809999999931, 113.94012440000000197 22.50629650000000126, 113.94018010000000629 22.50615020000000044, 113.94022130000000459 22.50600680000000153, 113.94025360000000546 22.50586510000000118)	173087900	5113	primary			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.03269600000000139 22.63408950000000175, 114.03218739999999798 22.63423059999999865, 114.03208010000000172 22.63426030000000111, 114.02993750000000261 22.63485409999999831, 114.02637509999999565 22.63586520000000135, 114.02456589999999892 22.63635289999999856, 114.02436450000000434 22.63640350000000012, 114.02090069999999855 22.63741840000000138, 114.01830739999999764 22.63811199999999957, 114.01773880000000361 22.63827039999999968, 114.01712720000000445 22.63848829999999879, 114.01659080000000301 22.63870610000000028, 114.0164555000000064 22.6387685999999988, 114.01603289999999902 22.6389636000000003, 114.01555009999999868 22.63924090000000078, 114.01510670000000403 22.6395590999999996, 114.01478020000000413 22.63980069999999856)	166442864	5113	primary	布龙路 Bulong Rd	S360	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.03314310000000376 22.63387649999999951, 114.03377840000000276 22.63369550000000174, 114.03430409999999995 22.63356680000000054, 114.03486200000000395 22.6334578999999998, 114.03543059999999798 22.63336879999999951, 114.03606890000000362 22.63329849999999865, 114.03923810000000572 22.63294700000000148, 114.04008279999999331 22.63285330000000073, 114.04133679999999629 22.63271419999999878, 114.04215209999999558 22.63261520000000004, 114.04273150000000214 22.63252609999999976, 114.04287739999999474 22.63249739999999832, 114.04298660000000609 22.63247600000000048, 114.04323580000000504 22.63242699999999985, 114.04421399999999664 22.63222359999999966, 114.0446948999999961 22.63213000000000008, 114.04534929999999804 22.6319814000000008, 114.04608960000000195 22.63182300000000069, 114.04682990000000586 22.6316348000000005, 114.04757019999999557 22.63143679999999947, 114.04823539999999582 22.63125850000000128, 114.04929889999999659 22.63099160000000154, 114.05005110000000457 22.63079090000000093, 114.05047869999999932 22.63067600000000112, 114.05144330000000252 22.630416799999999, 114.05233379999999954 22.63020879999999835, 114.05267259999999396 22.63013069999999871, 114.05310629999999605 22.63003060000000133, 114.05371780000000115 22.62990179999999896, 114.05430789999999774 22.62979290000000177, 114.0549409000000054 22.62969389999999947, 114.05511110000000485 22.62967120000000065)	166442870	5113	primary	布龙路	S360	F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.06368260000000703 22.52038659999999837, 114.0637849000000017 22.52059549999999888, 114.06394849999999508 22.52093740000000111, 114.06405619999999601 22.52113819999999933, 114.06412310000000332 22.52125230000000045, 114.06421159999999304 22.52137859999999847, 114.06439439999999763 22.52159899999999837, 114.06447509999999568 22.52170489999999958, 114.06482499999999902 22.52216430000000003, 114.0650322999999986 22.5224365000000013, 114.0653367999999972 22.52283620000000042, 114.06565329999999392 22.5232549000000013, 114.0658763999999934 22.52354820000000046, 114.06600720000000138 22.52370850000000146)	135960933	5113	primary			F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.0694687000000016 22.52286339999999853, 114.06933709999999849 22.52250210000000052, 114.06920549999999537 22.52214090000000013)	135960989	5113	primary			F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.07050700000000631 22.51917770000000019, 114.07037750000000642 22.51976679999999931, 114.07035639999999432 22.51989239999999981, 114.0703505999999976 22.5200029999999991, 114.07035439999999937 22.5200901999999985, 114.07037080000000628 22.52017179999999996, 114.07039729999999622 22.5202391999999989, 114.07043199999999672 22.5203085999999999, 114.0704747999999995 22.52036879999999996, 114.07053659999999695 22.52042820000000134, 114.07061459999999897 22.52048309999999987, 114.07069300000000567 22.52051930000000013, 114.07078409999999735 22.52054150000000021, 114.0708828000000068 22.52054800000000157, 114.07098329999999464 22.52053920000000176, 114.0710871999999938 22.52051670000000172, 114.07118140000000039 22.52048680000000047, 114.07178220000000124 22.52026490000000081)	135960894	5113	primary			F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (114.07178220000000124 22.52026490000000081, 114.07227770000000078 22.52007899999999907, 114.07240950000000623 22.52004339999999871, 114.07254020000000594 22.52002390000000176, 114.07265110000000163 22.52002089999999868, 114.07275939999999537 22.52003559999999993, 114.07286890000000312 22.52006629999999987, 114.07296530000000701 22.52011350000000078, 114.07303459999999973 22.52016180000000034, 114.07309929999999554 22.52022309999999905)	135960931	5113	primary			F	0	1	T	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
LineString (113.94718210000000624 22.51199769999999845, 113.94705659999999625 22.51140960000000035, 113.94673299999999472 22.50989300000000171, 113.94666449999999713 22.5095288999999994, 113.94657039999999881 22.50906020000000041)	135328254	5113	primary	沙河西路		F	0	0	F	F	E:/GeohazardsKG/Typhoon_Shenzhen_KG/road_clip/fclass_primary.shp
